id,title,overview,soup,genres_list,keywords_list,cast_list,director,vote_average,vote_count,popularity,release_year,budget,revenue,mood,runtime
13053,Bolt,"Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.","AnimationFamilyAdventureComedy hamsterkidsandfamilyanimalcatvsdogduringcreditsstingerdogcatfriendshipanimalleadgirldogrelationship JohnTravoltaMileyCyrusSusieEssmanMarkWaltonMalcolmMcDowell ChrisWilliams Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.","['Animation', 'Family', 'Adventure', 'Comedy']","['hamster', 'kids and family', 'animal', 'cat vs dog', 'duringcreditsstinger', 'dog cat friendship', 'animal lead', 'girl dog relationship']","['John Travolta', 'Miley Cyrus', 'Susie Essman', 'Mark Walton', 'Malcolm McDowell']",Chris Williams,6.3,1750,41.845878,2008,150000000,309979994,Happy,98.0
19585,G-Force,"A team of trained secret agent animals, guinea pigs Darwin, Juarez, Blaster, mole Speckles, and fly Mooch takes on a mission for the US government to stop evil Leonard Saber, who plans to destroy the world with household appliances. But the government shuts them down and they are sentenced to a pet shop. Can they escape to defeat the villain and save the world?","FantasyActionAdventureFamilyComedy dyrduringcreditsstinger SamRockwellPenélopeCruzTracyMorganJonFavreauSteveBuscemi HoytYeatman A team of trained secret agent animals, guinea pigs Darwin, Juarez, Blaster, mole Speckles, and fly Mooch takes on a mission for the US government to stop evil Leonard Saber, who plans to destroy the world with household appliances. But the government shuts them down and they are sentenced to a pet shop. Can they escape to defeat the villain and save the world?","['Fantasy', 'Action', 'Adventure', 'Family', 'Comedy']","['dyr', 'duringcreditsstinger']","['Sam Rockwell', 'Penélope Cruz', 'Tracy Morgan', 'Jon Favreau', 'Steve Buscemi']",Hoyt Yeatman,5.1,510,26.710398,2009,150000000,292817841,Epic,88.0
57165,Wrath of the Titans,"A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon.","Adventure underworldhadesmythologygreekmythologyzeusperseusgodsancientgreecebasedongreekmythares SamWorthingtonLiamNeesonRalphFiennesEdgarRamírezTobyKebbell JonathanLiebesman A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon.",['Adventure'],"['underworld', 'hades', 'mythology', 'greek mythology', 'zeus', 'perseus', 'gods', 'ancient greece', 'based on greek myth', 'ares', '3d']","['Sam Worthington', 'Liam Neeson', 'Ralph Fiennes', 'Edgar Ramírez', 'Toby Kebbell']",Jonathan Liebesman,5.5,1431,44.927635,2012,150000000,301000000,Epic,99.0
62213,Dark Shadows,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,ComedyFantasy witchimprisonmentvampirecursefishoutofwaterchainsgothicmadnessoldhouselostlove JohnnyDeppMichellePfeifferHelenaBonhamCarterJackieEarleHaleyJonnyLeeMiller TimBurton Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,"['Comedy', 'Fantasy']","['witch', 'imprisonment', 'vampire', 'curse', 'fish out of water', 'chains', 'gothic', 'madness', 'old house', 'lost love', 'angry mob', '18th century', 'ghost', 'hidden room', 'old mansion']","['Johnny Depp', 'Michelle Pfeiffer', 'Helena Bonham Carter', 'Jackie Earle Haley', 'Jonny Lee Miller']",Tim Burton,5.7,2320,50.306728,2012,150000000,245527149,Happy,113.0
177677,Mission: Impossible - Rogue Nation,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.","ActionAdventureThriller londonenglandspyaustriavillainsequelmissionconspiracyviennaoperavienna TomCruiseRebeccaFergusonSimonPeggJeremyRennerVingRhames ChristopherMcQuarrie Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.","['Action', 'Adventure', 'Thriller']","['london england', 'spy', 'austria', 'villain', 'sequel', 'mission', 'conspiracy', 'vienna opera', 'vienna']","['Tom Cruise', 'Rebecca Ferguson', 'Simon Pegg', 'Jeremy Renner', 'Ving Rhames']",Christopher McQuarrie,7.1,3224,114.522237,2015,150000000,682330139,Epic,131.0
7978,The Wolfman,"Lawrence Talbot, an American man on a visit to Victorian London to make amends with his estranged father, gets bitten by a werewolf and, after a moonlight transformation, leaves him with a savage hunger for flesh.","DramaHorrorThriller fathersonrelationshipvictorianenglandremakeruralsettingwerewolf BeniciodelToroAnthonyHopkinsEmilyBluntHugoWeavingCristinaContes JoeJohnston Lawrence Talbot, an American man on a visit to Victorian London to make amends with his estranged father, gets bitten by a werewolf and, after a moonlight transformation, leaves him with a savage hunger for flesh.","['Drama', 'Horror', 'Thriller']","['father son relationship', 'victorian england', 'remake', 'rural setting', 'werewolf']","['Benicio del Toro', 'Anthony Hopkins', 'Emily Blunt', 'Hugo Weaving', 'Cristina Contes']",Joe Johnston,5.5,549,21.214571,2010,150000000,0,Emotional,102.0
5559,Bee Movie,"Barry B. Benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us.","FamilyAnimationAdventureComedy factoryworkertennisflowerfloristflowershoppilotcollegeairplanebeehivecourt JerrySeinfeldRenéeZellwegerJimCummingsMatthewBroderickPatrickWarburton SteveHickner Barry B. Benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us.","['Family', 'Animation', 'Adventure', 'Comedy']","['factory worker', 'tennis', 'flower', 'florist', 'flower shop', 'pilot', 'college', 'airplane', 'beehive', 'court', 'aftercreditsstinger']","['Jerry Seinfeld', 'Renée Zellweger', 'Jim Cummings', 'Matthew Broderick', 'Patrick Warburton']",Steve Hickner,5.7,1171,29.332905,2007,150000000,287594577,Happy,91.0
49444,Kung Fu Panda 2,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.","AnimationFamily martialartshopefleetpandamissionwomandirector JackBlackAngelinaJolieDustinHoffmanGaryOldmanJackieChan JenniferYuhNelson Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.","['Animation', 'Family']","['martial arts', 'hope', 'fleet', 'panda', 'mission', 'woman director']","['Jack Black', 'Angelina Jolie', 'Dustin Hoffman', 'Gary Oldman', 'Jackie Chan']",Jennifer Yuh Nelson,6.7,1880,51.247321,2011,150000000,665692281,Happy,91.0
10196,The Last Airbender,"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.","ActionAdventureFamilyFantasy fireicewarshipprincekingdomwatervillagearrestremakeattack NoahRingerNicolaPeltzJacksonRathboneDevPatelShaunToub M.NightShyamalan The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.","['Action', 'Adventure', 'Family', 'Fantasy']","['fire', 'ice', 'war ship', 'prince', 'kingdom', 'water', 'village', 'arrest', 'remake', 'attack', 'avatar', 'air', 'spirit', 'world', 'domination', 'cheering']","['Noah Ringer', 'Nicola Peltz', 'Jackson Rathbone', 'Dev Patel', 'Shaun Toub']",M. Night Shyamalan,4.7,1151,33.769336,2010,150000000,318502923,Epic,103.0
956,Mission: Impossible III,"Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission.","AdventureActionThriller berlinciavaticanwhitehousesecretidentitysecretexplosivemobilephonemaptraitor TomCruisePhilipSeymourHoffmanVingRhamesBillyCrudupJonathanRhysMeyers J.J.Abrams Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission.","['Adventure', 'Action', 'Thriller']","['berlin', 'cia', 'vatican', 'white house', 'secret identity', 'secret', 'explosive', 'mobile phone', 'map', 'traitor', 'mask', 'honeymoon', 'shanghai', 'pretended murder', 'secret mission', 'letter', 'funeral', 'covered investigation', 'to shoot dead', 'secret agent', 'video', 'stamp', 'hard drive', 'e-mail', 'decipherment', 'suitcase', 'computer', 'revenge', 'murder', 'mission', 'hospital', 'duel', 'disguise', 'celebration', 'good and bad', 'research laboratory', 'blast']","['Tom Cruise', 'Philip Seymour Hoffman', 'Ving Rhames', 'Billy Crudup', 'Jonathan Rhys Meyers']",J.J. Abrams,6.5,2028,63.079003,2006,150000000,397850012,Epic,126.0
117251,White House Down,"Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.","ActionDramaThriller usapresidentconspiracysecretservicethewhitehouse ChanningTatumJamieFoxxJoeyKingMaggieGyllenhaalRichardJenkins RolandEmmerich Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.","['Action', 'Drama', 'Thriller']","['usa president', 'conspiracy', 'secret service', 'the white house']","['Channing Tatum', 'Jamie Foxx', 'Joey King', 'Maggie Gyllenhaal', 'Richard Jenkins']",Roland Emmerich,6.4,1891,39.004588,2013,150000000,205366737,Epic,131.0
50321,Mars Needs Moms,"When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.","AdventureAnimationFamily boyalienrescuemartianalienabductionalieninvasionbasedonchildren'sbookduringcreditsstinger SethGreenJoanCusackDanFoglerBreckinMeyerElisabethHarnois SimonWells When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.","['Adventure', 'Animation', 'Family']","['boy', 'alien', 'rescue', 'martian', 'alien abduction', 'alien invasion', ""based on children's book"", 'duringcreditsstinger']","['Seth Green', 'Joan Cusack', 'Dan Fogler', 'Breckin Meyer', 'Elisabeth Harnois']",Simon Wells,5.5,199,12.362599,2011,150000000,38992758,Epic,88.0
11619,Flushed Away,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.","AdventureAnimationComedyFamily londonenglandunderworldreturnshipfroggirlfriendrubin HughJackmanKateWinsletIanMcKellenJeanRenoBillNighy DavidBowers London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.","['Adventure', 'Animation', 'Comedy', 'Family']","['london england', 'underworld', 'return', 'ship', 'frog', 'girlfriend', 'rubin']","['Hugh Jackman', 'Kate Winslet', 'Ian McKellen', 'Jean Reno', 'Bill Nighy']",David Bowers,6.0,874,22.550135,2006,149000000,64459316,Epic,85.0
266647,Pan,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.","AdventureFamilyFantasy flyingmagicfairytalepeterpanmermaidpiratefantasyworld LeviMillerGarrettHedlundHughJackmanRooneyMaraAmandaSeyfried JoeWright Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.","['Adventure', 'Family', 'Fantasy']","['flying', 'magic', 'fairy tale', 'peter pan', 'mermaid', 'pirate', 'fantasy world']","['Levi Miller', 'Garrett Hedlund', 'Hugh Jackman', 'Rooney Mara', 'Amanda Seyfried']",Joe Wright,5.9,954,48.03528,2015,150000000,128388320,Epic,111.0
82703,Mr. Peabody & Sherman,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-travel machine is stolen and moments in history begin to be changed.","AnimationAdventureFamily fathersonrelationshipegyptintelligenceadoptiontimetravelboychildprodigyfriendshipgrowingupchildren TyBurrellMaxCharlesArielWinterAllisonJanneyEllieKemper RobMinkoff A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-travel machine is stolen and moments in history begin to be changed.","['Animation', 'Adventure', 'Family']","['father son relationship', 'egypt', 'intelligence', 'adoption', 'time travel', 'boy', 'child prodigy', 'friendship', 'growing up', 'children', 'talking animal', 'talking dog', 'dog', 'first love', 'ancient egypt', 'time traveler', 'duringcreditsstinger', 'new school', 'george washington', 'gags', 'trouble', 'time paradox', 'prodigy']","['Ty Burrell', 'Max Charles', 'Ariel Winter', 'Allison Janney', 'Ellie Kemper']",Rob Minkoff,6.7,843,38.73494,2014,145000000,272912430,Happy,92.0
652,Troy,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.","AdventureDramaWar brotherbrotherrelationshipadulterymythologybeautytrojanwarbraverywallfraudhostilityepic BradPittOrlandoBloomEricBanaBrianCoxSeanBean WolfgangPetersen In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.","['Adventure', 'Drama', 'War']","['brother brother relationship', 'adultery', 'mythology', 'beauty', 'trojan war', 'bravery', 'wall', 'fraud', 'hostility', 'epic', 'sword fight', 'battlefield', 'ancient world', 'pyre', 'ancient greece', 'trojan horse', 'trojan', 'bronze age', 'sparta greece', 'helen of troy', ""homer's iliad""]","['Brad Pitt', 'Orlando Bloom', 'Eric Bana', 'Brian Cox', 'Sean Bean']",Wolfgang Petersen,6.9,2759,66.803149,2004,175000000,497409852,Epic,163.0
80321,Madagascar 3: Europe's Most Wanted,"Alex, Marty, Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo, but first they need to find the penguins. When they travel to Monte Carlo, they attract the attention of Animal Control after gate crashing a party and are joined by the penguins, King Julian and Co., and the monkeys. How do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty, Alex, Gloria and Melman realize that they want to be part of the traveling circus.","AnimationFamily madagascar3d BenStillerSachaBaronCohenDavidSchwimmerFrancesMcDormandChrisRock ConradVernon Alex, Marty, Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo, but first they need to find the penguins. When they travel to Monte Carlo, they attract the attention of Animal Control after gate crashing a party and are joined by the penguins, King Julian and Co., and the monkeys. How do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty, Alex, Gloria and Melman realize that they want to be part of the traveling circus.","['Animation', 'Family']","['madagascar', '3d']","['Ben Stiller', 'Sacha Baron Cohen', 'David Schwimmer', 'Frances McDormand', 'Chris Rock']",Conrad Vernon,6.4,1808,44.989192,2012,145000000,746921274,Happy,93.0
36669,Die Another Day,"Bond takes on a North Korean leader who undergoes DNA replacement procedures that allow him to assume different identities. American agent, Jinx Johnson assists Bond in his attempt to thwart the villain's plans to exploit a satellite that is powered by solar energy.","AdventureActionThriller laserbritishsecretservicesecretserviceagentspacebasedweapon PierceBrosnanHalleBerryRosamundPikeRickYuneTobyStephens LeeTamahori Bond takes on a North Korean leader who undergoes DNA replacement procedures that allow him to assume different identities. American agent, Jinx Johnson assists Bond in his attempt to thwart the villain's plans to exploit a satellite that is powered by solar energy.","['Adventure', 'Action', 'Thriller']","['laser', 'british secret service', 'secret service agent', 'space based weapon']","['Pierce Brosnan', 'Halle Berry', 'Rosamund Pike', 'Rick Yune', 'Toby Stephens']",Lee Tamahori,5.8,1092,54.159392,2002,140000000,431971116,Epic,133.0
43074,Ghostbusters,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.","ActionFantasyComedy femalefriendshipghosthuntingrebootghost MelissaMcCarthyKristenWiigKateMcKinnonLeslieJonesChrisHemsworth PaulFeig Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.","['Action', 'Fantasy', 'Comedy']","['female friendship', 'ghost hunting', 'reboot', 'ghost']","['Melissa McCarthy', 'Kristen Wiig', 'Kate McKinnon', 'Leslie Jones', 'Chris Hemsworth']",Paul Feig,5.3,2142,66.21806,2016,144000000,229147509,Epic,116.0
95,Armageddon,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.","ActionThrillerScienceFictionAdventure savingtheworldparismooncataclysmasteroidselfsacrificenasaspacemarinelossoffatherdaughter BruceWillisBillyBobThorntonBenAffleckLivTylerWillPatton MichaelBay When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.","['Action', 'Thriller', 'Science Fiction', 'Adventure']","['saving the world', 'paris', 'moon', 'cataclysm', 'asteroid', 'self sacrifice', 'nasa', 'space marine', 'loss of father', 'daughter', 'space', 'wedding', 'astronaut', 'eiffel tower paris', 'duringcreditsstinger', 'disaster movie', 'space centre']","['Bruce Willis', 'Billy Bob Thornton', 'Ben Affleck', 'Liv Tyler', 'Will Patton']",Michael Bay,6.4,2482,58.485967,1998,140000000,553799566,Epic,151.0
608,Men in Black II,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.","ActionAdventureComedyScienceFiction savingtheworldsecretidentitysunglassesundercoverspacemarineillegalimmigrationdeportationnewidentityflyingsaucerlight TommyLeeJonesWillSmithRipTornLaraFlynnBoyleJohnnyKnoxville BarrySonnenfeld Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.","['Action', 'Adventure', 'Comedy', 'Science Fiction']","['saving the world', 'secret identity', 'sun glasses', 'undercover', 'space marine', 'illegal immigration', 'deportation', 'new identity', 'flying saucer', 'light', 'firearm', 'alien', 'fictional government agency']","['Tommy Lee Jones', 'Will Smith', 'Rip Torn', 'Lara Flynn Boyle', 'Johnny Knoxville']",Barry Sonnenfeld,6.0,3114,91.332849,2002,140000000,441818803,Epic,88.0
2310,Beowulf,"6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.","AdventureActionAnimation denmarknordicmythologylieprideandvanityfolkherohumanweaknessvikingalienationfestivalhallsin RayWinstoneAngelinaJolieAnthonyHopkinsRobinWrightJohnMalkovich RobertZemeckis 6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.","['Adventure', 'Action', 'Animation']","['denmark', 'nordic mythology', 'lie', 'pride and vanity', 'folk hero', 'human weakness', 'viking', 'alienation', 'festival hall', 'sin', 'royalty', 'curse', 'battle', 'ancient world', 'adult animation', 'motion capture']","['Ray Winstone', 'Angelina Jolie', 'Anthony Hopkins', 'Robin Wright', 'John Malkovich']",Robert Zemeckis,5.5,841,35.601665,2007,70000000,195735876,Epic,115.0
140300,Kung Fu Panda 3,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.","ActionAdventureAnimationComedyFamily chinamartialartskungfuvillagepandasequeltalkinganimalanthropomorphismdragonancientchina JackBlackBryanCranstonDustinHoffmanAngelinaJolieJ.K.Simmons JenniferYuhNelson Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.","['Action', 'Adventure', 'Animation', 'Comedy', 'Family']","['china', 'martial arts', 'kung fu', 'village', 'panda', 'sequel', 'talking animal', 'anthropomorphism', 'dragon', 'ancient china', 'wuxia', 'woman director']","['Jack Black', 'Bryan Cranston', 'Dustin Hoffman', 'Angelina Jolie', 'J.K. Simmons']",Jennifer Yuh Nelson,6.7,1603,56.747978,2016,145000000,521170825,Epic,95.0
56292,Mission: Impossible - Ghost Protocol,"In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.","ActionThrillerAdventure fightsequelmissionexplosionbrokenarmimaxnuclearthreat TomCruiseJeremyRennerSimonPeggPaulaPattonAnilKapoor BradBird In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.","['Action', 'Thriller', 'Adventure']","['fight', 'sequel', 'mission', 'explosion', 'broken arm', 'imax', 'nuclear threat']","['Tom Cruise', 'Jeremy Renner', 'Simon Pegg', 'Paula Patton', 'Anil Kapoor']",Brad Bird,6.8,3972,77.77477,2011,145000000,694713380,Epic,133.0
81188,Rise of the Guardians,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.","FantasyAnimationFamily dreamsantaclausnightmareeasterbunnytoothfairyjackfrostsandmanduringcreditsstinger ChrisPineAlecBaldwinJudeLawIslaFisherHughJackman PeterRamsey When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.","['Fantasy', 'Animation', 'Family']","['dream', 'santa claus', 'nightmare', 'easter bunny', 'tooth fairy', 'jack frost', 'sandman', 'duringcreditsstinger']","['Chris Pine', 'Alec Baldwin', 'Jude Law', 'Isla Fisher', 'Hugh Jackman']",Peter Ramsey,7.1,1922,61.788035,2012,145000000,306941670,Happy,97.0
7552,Fun with Dick and Jane,"After Dick Harper loses his job at Globodyne in an Enron-esque collapse, he and his wife, Jane, turn to crime in order to handle the massive debt they now face. Two intelligent people, Dick and Jane actually get pretty good at robbing people and even enjoy it -- but they have second thoughts when they're reminded that crime can hurt innocent people. When the couple hears that Globodyne boss Jack McCallister actually swindled the company, they plot revenge.","Comedy basedonnoveldesperationrobberhold-uprobberyremakesuburbialossofjobhumiliationunemploymentbankruptcy JimCarreyTéaLeoniAlecBaldwinRichardJenkinsAngieHarmon DeanParisot After Dick Harper loses his job at Globodyne in an Enron-esque collapse, he and his wife, Jane, turn to crime in order to handle the massive debt they now face. Two intelligent people, Dick and Jane actually get pretty good at robbing people and even enjoy it -- but they have second thoughts when they're reminded that crime can hurt innocent people. When the couple hears that Globodyne boss Jack McCallister actually swindled the company, they plot revenge.",['Comedy'],"['based on novel', 'desperation', 'robber', 'hold-up robbery', 'remake', 'suburbia', 'loss of job', 'humiliation', 'unemployment', 'bankruptcy', 'travel agent', 'riches to rags', 'bearer bonds', 'comeuppance']","['Jim Carrey', 'Téa Leoni', 'Alec Baldwin', 'Richard Jenkins', 'Angie Harmon']",Dean Parisot,5.9,627,25.159168,2005,100000000,202026112,Happy,90.0
